"Ano";"Municipio";"Casos"
"2018";"Votuporanga";973
"2018";"Zacarias";2
"2019";"Adamantina";2752
"2019";"Adolfo";149
"2019";"Aguaí";1133
"2019";"Águas da Prata";62
"2019";"Águas de Lindóia";54
"2019";"Águas de Santa Bárbara";43
"2019";"Águas de São Pedro";37
"2019";"Agudos";2753
"2019";"Alfredo Marcondes";67
"2019";"Altair";103
"2019";"Altinópolis";45
"2019";"Alto Alegre";63
"2019";"Alumínio";38
"2019";"Álvares Florence";76
"2019";"Álvares Machado";301
"2019";"Álvaro de Carvalho";63
"2019";"Alvinlândia";30
"2019";"Americana";7297
"2019";"Américo Brasiliense";3109
"2019";"Américo de Campos";435
"2019";"Amparo";808
"2019";"Analândia";27
"2019";"Andradina";5012
"2019";"Angatuba";60
"2019";"Anhembi";32
"2019";"Anhumas";31
"2019";"Aparecida";318
"2019";"Aparecida d'Oeste";188
"2019";"Apiaí";26
"2019";"Araçariguama";92
"2019";"Araçatuba";10550
"2019";"Araçoiaba da Serra";24
"2019";"Aramina";260
"2019";"Arandu";8
"2019";"Arapeí";6
"2019";"Araraquara";26357
"2019";"Araras";1088
"2019";"Arco-Íris";63
"2019";"Arealva";374
"2019";"Areias";7
"2019";"Areiópolis";34
"2019";"Ariranha";83
"2019";"Artur Nogueira";203
"2019";"Arujá";2558
"2019";"Aspásia";59
"2019";"Assis";3584
"2019";"Atibaia";823
"2019";"Auriflama";727
"2019";"Avaí";143
"2019";"Avanhandava";163
"2019";"Avaré";112
"2019";"Bady Bassitt";1173
"2019";"Balbinos";87
"2019";"Bálsamo";424
"2019";"Bananal";28
"2019";"Barão de Antonina";1
"2019";"Barbosa";263
"2019";"Bariri";272
"2019";"Barra Bonita";353
"2019";"Barretos";8284
"2019";"Barrinha";1432
"2019";"Barueri";1883
"2019";"Bastos";567
"2019";"Batatais";983
"2019";"Bauru";38512
"2019";"Bebedouro";1864
"2019";"Bento de Abreu";31
"2019";"Bernardino de Campos";222
"2019";"Bertioga";235
"2019";"Bilac";796
"2019";"Birigui";10812
"2019";"Biritiba Mirim";219
"2019";"Boa Esperança do Sul";811
"2019";"Bocaina";171
"2019";"Bofete";12
"2019";"Boituva";365
"2019";"Bom Jesus dos Perdões";35
"2019";"Borá";30
"2019";"Boracéia";51
"2019";"Borborema";1155
"2019";"Borebi";182
"2019";"Botucatu";410
"2019";"Bragança Paulista";234
"2019";"Braúna";188
"2019";"Brejo Alegre";54
"2019";"Brodowski";1321
"2019";"Brotas";593
"2019";"Buri";77
"2019";"Buritama";1040
"2019";"Buritizal";198
"2019";"Cabrália Paulista";41
"2019";"Cabreúva";135
"2019";"Caçapava";1756
"2019";"Cachoeira Paulista";263
"2019";"Caconde";37
"2019";"Cafelândia";578
"2019";"Caiabu";96
"2019";"Caieiras";193
"2019";"Caiuá";192
"2019";"Cajamar";488
"2019";"Cajati";128
"2019";"Cajobi";452
"2019";"Cajuru";93
"2019";"Campina do Monte Alegre";9
"2019";"Campinas";32121
"2019";"Campo Limpo Paulista";344
"2019";"Campos do Jordão";6
"2019";"Campos Novos Paulista";251
"2019";"Cananéia";59
"2019";"Canas";8
"2019";"Cândido Mota";632
"2019";"Cândido Rodrigues";37
"2019";"Canitar";101
"2019";"Capão Bonito";135
"2019";"Capela do Alto";115
"2019";"Capivari";924
"2019";"Caraguatatuba";8435
"2019";"Carapicuíba";1988
"2019";"Cardoso";594
"2019";"Casa Branca";557
"2019";"Cássia dos Coqueiros";1
"2019";"Castilho";1242
"2019";"Catanduva";7093
"2019";"Catiguá";568
"2019";"Cedral";799
"2019";"Cerqueira César";9
"2019";"Cerquilho";131
"2019";"Cesário Lange";14
"2019";"Charqueada";89
"2019";"Chavantes";227
"2019";"Clementina";101
"2019";"Colina";823
"2019";"Colômbia";401
"2019";"Conchal";470
"2019";"Conchas";155
"2019";"Cordeirópolis";233
"2019";"Coroados";262
"2019";"Coronel Macedo";4
"2019";"Corumbataí";13
"2019";"Cosmópolis";155
"2019";"Cosmorama";160
"2019";"Cotia";369
"2019";"Cravinhos";557
"2019";"Cristais Paulista";56
"2019";"Cruzália";162
"2019";"Cruzeiro";506
"2019";"Cubatão";511
"2019";"Cunha";4
"2019";"Descalvado";169
"2019";"Diadema";1083
"2019";"Dirce Reis";41
"2019";"Divinolândia";12
"2019";"Dobrada";664
"2019";"Dois Córregos";90
"2019";"Dolcinópolis";49
"2019";"Dourado";156
"2019";"Dracena";1477
"2019";"Duartina";276
"2019";"Dumont";159
"2019";"Echaporã";40
"2019";"Eldorado";34
"2019";"Elias Fausto";103
"2019";"Elisiário";108
"2019";"Embaúba";183
"2019";"Embu-Guaçu";4
"2019";"Embu das Artes";306
"2019";"Emilianópolis";19
"2019";"Engenheiro Coelho";668
"2019";"Espírito Santo do Pinhal";266
"2019";"Espírito Santo do Turvo";85
"2019";"Estiva Gerbi";419
"2019";"Estrela d'Oeste";620
"2019";"Estrela do Norte";20
"2019";"Euclides da Cunha Paulista";352
"2019";"Fartura";359
"2019";"Fernando Prestes";97
"2019";"Fernandópolis";4900
"2019";"Fernão";33
"2019";"Ferraz de Vasconcelos";72
"2019";"Floreal";94
"2019";"Flórida Paulista";858
"2019";"Florínea";202
"2019";"Franca";10115
"2019";"Francisco Morato";1165
"2019";"Franco da Rocha";612
"2019";"Gabriel Monteiro";87
"2019";"Gália";136
"2019";"Garça";923
"2019";"Gastão Vidigal";154
"2019";"Gavião Peixoto";461
"2019";"General Salgado";216
"2019";"Getulina";442
"2019";"Glicério";183
"2019";"Guaiçara";505
"2019";"Guaimbê";240
"2019";"Guaíra";3846
"2019";"Guapiaçu";831
"2019";"Guapiara";5
"2019";"Guará";401
"2019";"Guaraçaí";649
"2019";"Guaraci";205
"2019";"Guarani d'Oeste";83
"2019";"Guarantã";181
"2019";"Guararapes";1286
"2019";"Guararema";160
"2019";"Guaratinguetá";1357
"2019";"Guareí";17
"2019";"Guariba";771
"2019";"Guarujá";1073
"2019";"Guarulhos";9432
"2019";"Guatapará";240
"2019";"Guzolândia";62
"2019";"Herculândia";445
"2019";"Holambra";64
"2019";"Hortolândia";3727
"2019";"Iacanga";261
"2019";"Iacri";85
"2019";"Iaras";60
"2019";"Ibaté";457
"2019";"Ibirá";1308
"2019";"Ibirarema";328
"2019";"Ibitinga";788
"2019";"Ibiúna";46
"2019";"Icém";83
"2019";"Iepê";59
"2019";"Igaraçu do Tietê";220
"2019";"Igarapava";848
"2019";"Igaratá";18
"2019";"Iguape";91
"2019";"Ilha Comprida";23
"2019";"Ilha Solteira";742
"2019";"Ilhabela";1375
"2019";"Indaiatuba";432
"2019";"Indiana";12
"2019";"Indiaporã";225
"2019";"Inúbia Paulista";153
"2019";"Ipaussu";59
"2019";"Iperó";98
"2019";"Ipeúna";69
"2019";"Ipiguá";434
"2019";"Iporanga";6
"2019";"Ipuã";999
"2019";"Iracemápolis";340
"2019";"Irapuã";37
"2019";"Irapuru";422
"2019";"Itaberá";25
"2019";"Itaí";12
"2019";"Itajobi";254
"2019";"Itaju";30
"2019";"Itanhaém";859
"2019";"Itapecerica da Serra";84
"2019";"Itapetininga";1261
"2019";"Itapeva";84
"2019";"Itapevi";229
"2019";"Itapira";1221
"2019";"Itapirapuã Paulista";2
"2019";"Itápolis";1294
"2019";"Itaporanga";38
"2019";"Itapuí";1128
"2019";"Itapura";206
"2019";"Itaquaquecetuba";488
"2019";"Itararé";84
"2019";"Itariri";8
"2019";"Itatiba";318
"2019";"Itatinga";120
"2019";"Itirapina";195
"2019";"Itirapuã";180
"2019";"Itobi";33
"2019";"Itu";1144
"2019";"Itupeva";99
"2019";"Ituverava";2112
"2019";"Jaborandi";638
"2019";"Jaboticabal";1630
"2019";"Jacareí";2496
"2019";"Jaci";284
"2019";"Jacupiranga";4
"2019";"Jaguariúna";449
"2019";"Jales";3227
"2019";"Jambeiro";1
"2019";"Jandira";250
"2019";"Jardinópolis";182
"2019";"Jarinu";42
"2019";"Jaú";3905
"2019";"Jeriquara";158
"2019";"Joanópolis";3
"2019";"João Ramalho";41
"2019";"José Bonifácio";684
"2019";"Júlio Mesquita";81
"2019";"Jumirim";3
"2019";"Jundiaí";7181
"2019";"Junqueirópolis";233
"2019";"Juquiá";19
"2019";"Lagoinha";4
"2019";"Laranjal Paulista";76
"2019";"Lavínia";149
"2019";"Lavrinhas";186
"2019";"Leme";3427
"2019";"Lençóis Paulista";550
"2019";"Limeira";5721
"2019";"Lindóia";24
"2019";"Lins";3434
"2019";"Lorena";1231
"2019";"Lourdes";149
"2019";"Louveira";163
"2019";"Lucélia";717
"2019";"Lucianópolis";20
"2019";"Luís Antônio";236
"2019";"Luiziânia";45
"2019";"Lupércio";16
"2019";"Lutécia";42
"2019";"Macatuba";123
"2019";"Macaubal";448
"2019";"Macedônia";78
"2019";"Magda";128
"2019";"Mairinque";69
"2019";"Mairiporã";372
"2019";"Manduri";67
"2019";"Marabá Paulista";342
"2019";"Maracaí";193
"2019";"Marapoama";79
"2019";"Mariápolis";159
"2019";"Marília";6541
"2019";"Marinópolis";77
"2019";"Martinópolis";272
"2019";"Matão";2805
"2019";"Mauá";998
"2019";"Mendonça";650
"2019";"Meridiano";157
"2019";"Mesópolis";9
"2019";"Miguelópolis";132
"2019";"Mineiros do Tietê";311
"2019";"Mira Estrela";127
"2019";"Miracatu";142
"2019";"Mirandópolis";2530
"2019";"Mirante do Paranapanema";708
"2019";"Mirassol";393
"2019";"Mirassolândia";248
"2019";"Mococa";632
"2019";"Mogi das Cruzes";945
"2019";"Mogi Guaçu";8032
"2019";"Mogi Mirim";5505
"2019";"Mombuca";27
"2019";"Monções";128
"2019";"Mongaguá";500
"2019";"Monte Alegre do Sul";20
"2019";"Monte Alto";819
"2019";"Monte Aprazível";995
"2019";"Monte Azul Paulista";689
"2019";"Monte Castelo";126
"2019";"Monte Mor";272
"2019";"Morro Agudo";2423
"2019";"Morungaba";27
"2019";"Motuca";208
"2019";"Murutinga do Sul";195
"2019";"Nantes";20
"2019";"Narandiba";138
"2019";"Natividade da Serra";1
"2019";"Nazaré Paulista";15
"2019";"Neves Paulista";670
"2019";"Nhandeara";625
"2019";"Nipoã";60
"2019";"Nova Aliança";657
"2019";"Nova Canaã Paulista";51
"2019";"Nova Castilho";28
"2019";"Nova Europa";804
"2019";"Nova Granada";672
"2019";"Nova Guataporanga";70
"2019";"Nova Independência";214
"2019";"Nova Luzitânia";142
"2019";"Nova Odessa";1516
"2019";"Novais";81
"2019";"Novo Horizonte";1385
"2019";"Nuporanga";305
"2019";"Ocauçu";7
"2019";"Óleo";8
"2019";"Olímpia";5201
"2019";"Onda Verde";307
"2019";"Oriente";82
"2019";"Orindiúva";786
"2019";"Orlândia";875
"2019";"Osasco";982
"2019";"Oscar Bressane";55
"2019";"Osvaldo Cruz";1372
"2019";"Ourinhos";1125
"2019";"Ouro Verde";234
"2019";"Ouroeste";556
"2019";"Pacaembu";388
"2019";"Palestina";1067
"2019";"Palmares Paulista";333
"2019";"Palmeira d'Oeste";359
"2019";"Palmital";262
"2019";"Panorama";901
"2019";"Paraguaçu Paulista";1894
"2019";"Paraibuna";10
"2019";"Paraíso";62
"2019";"Paranapanema";34
"2019";"Paranapuã";108
"2019";"Parapuã";438
"2019";"Pardinho";10
"2019";"Pariquera-Açu";165
"2019";"Parisi";159
"2019";"Patrocínio Paulista";275
"2019";"Paulicéia";347
"2019";"Paulínia";2894
"2019";"Paulistânia";19
"2019";"Paulo de Faria";1058
"2019";"Pederneiras";1474
"2019";"Pedra Bela";4
"2019";"Pedranópolis";95
"2019";"Pedregulho";98
"2019";"Pedreira";2936
"2019";"Pedrinhas Paulista";68
"2019";"Pedro de Toledo";25
"2019";"Penápolis";2696
"2019";"Pereira Barreto";742
"2019";"Pereiras";8
"2019";"Peruíbe";479
"2019";"Piacatu";159
"2019";"Piedade";49
"2019";"Pilar do Sul";29
"2019";"Pindamonhangaba";1724
"2019";"Pindorama";462
"2019";"Pinhalzinho";2
"2019";"Piquerobi";35
"2019";"Piquete";8
"2019";"Piracaia";9
"2019";"Piracicaba";12703
"2019";"Piraju";116
"2019";"Pirajuí";1593
"2019";"Pirangi";200
"2019";"Pirapora do Bom Jesus";18
"2019";"Pirapozinho";539
"2019";"Pirassununga";509
"2019";"Piratininga";916
"2019";"Pitangueiras";156
"2019";"Planalto";395
"2019";"Platina";15
"2019";"Poá";477
"2019";"Poloni";117
"2019";"Pompéia";649
"2019";"Pongaí";5
"2019";"Pontal";297
"2019";"Pontalinda";383
"2019";"Pontes Gestal";328
"2019";"Populina";41
"2019";"Porangaba";3
"2019";"Porto Feliz";694
"2019";"Porto Ferreira";729
"2019";"Potim";2897
"2019";"Potirendaba";1198
"2019";"Pracinha";118
"2019";"Pradópolis";240
"2019";"Praia Grande";2141
"2019";"Pratânia";7
"2019";"Presidente Alves";136
"2019";"Presidente Bernardes";110
"2019";"Presidente Epitácio";1070
"2019";"Presidente Prudente";13133
"2019";"Presidente Venceslau";750
"2019";"Promissão";1253
"2019";"Quadra";2
"2019";"Quatá";493
"2019";"Queiroz";291
"2019";"Queluz";16
"2019";"Quintana";117
"2019";"Rafard";100
"2019";"Rancharia";891
"2019";"Regente Feijó";269
"2019";"Reginópolis";229
"2019";"Registro";362
"2019";"Restinga";89
"2019";"Ribeirão Bonito";463
"2019";"Ribeirão Branco";2
"2019";"Ribeirão Corrente";54
"2019";"Ribeirão do Sul";131
"2019";"Ribeirão dos Índios";47
"2019";"Ribeirão Grande";5
"2019";"Ribeirão Pires";465
"2019";"Ribeirão Preto";24210
"2019";"Rifaina";16
"2019";"Rincão";689
"2019";"Rinópolis";676
"2019";"Rio Claro";3706
"2019";"Rio das Pedras";238
"2019";"Rio Grande da Serra";11
"2019";"Riolândia";770
"2019";"Riversul";1
"2019";"Rosana";1575
"2019";"Roseira";9
"2019";"Rubiácea";91
"2019";"Rubinéia";282
"2019";"Sabino";23
"2019";"Sagres";191
"2019";"Sales";346
"2019";"Sales Oliveira";229
"2019";"Salesópolis";14
"2019";"Salmourão";231
"2019";"Saltinho";61
"2019";"Salto";1851
"2019";"Salto de Pirapora";125
"2019";"Salto Grande";106
"2019";"Sandovalina";74
"2019";"Santa Adélia";327
"2019";"Santa Albertina";474
"2019";"Santa Bárbara d'Oeste";5654
"2019";"Santa Branca";44
"2019";"Santa Clara d'Oeste";125
"2019";"Santa Cruz da Conceição";78
"2019";"Santa Cruz da Esperança";17
"2019";"Santa Cruz das Palmeiras";128
"2019";"Santa Cruz do Rio Pardo";1140
"2019";"Santa Ernestina";194
"2019";"Santa Fé do Sul";1501
"2019";"Santa Gertrudes";269
"2019";"Santa Isabel";108
"2019";"Santa Lúcia";185
"2019";"Santa Maria da Serra";147
"2019";"Santa Mercedes";56
"2019";"Santa Rita d'Oeste";180
"2019";"Santa Rita do Passa Quatro";124
"2019";"Santa Rosa de Viterbo";159
"2019";"Santa Salete";181
"2019";"Santana da Ponte Pensa";40
"2019";"Santana de Parnaíba";254
"2019";"Santo Anastácio";544
"2019";"Santo André";975
"2019";"Santo Antônio da Alegria";16
"2019";"Santo Antônio de Posse";126
"2019";"Santo Antônio do Aracanguá";142
"2019";"Santo Antônio do Jardim";4
"2019";"Santo Antônio do Pinhal";2
"2019";"Santo Expedito";77
"2019";"Santópolis do Aguapeí";97
"2019";"Santos";1333
"2019";"São Bento do Sapucaí";10
"2019";"São Bernardo do Campo";2511
"2019";"São Caetano do Sul";375
"2019";"São Carlos";9474
"2019";"São Francisco";268
"2019";"São João da Boa Vista";890
"2019";"São João das Duas Pontes";43
"2019";"São João de Iracema";143
"2019";"São João do Pau d'Alho";36
"2019";"São Joaquim da Barra";6039
"2019";"São José da Bela Vista";255
"2019";"São José do Barreiro";1
"2019";"São José do Rio Pardo";292
"2019";"São José do Rio Preto";49612
"2019";"São José dos Campos";11752
"2019";"São Luiz do Paraitinga";30
"2019";"São Manuel";138
"2019";"São Miguel Arcanjo";104
"2019";"São Paulo";53835
"2019";"São Pedro";533
"2019";"São Pedro do Turvo";116
"2019";"São Roque";56
"2019";"São Sebastião";5275
"2019";"São Sebastião da Grama";35
"2019";"São Simão";799
"2019";"São Vicente";284
"2019";"Sarapuí";15
"2019";"Sarutaiá";1
"2019";"Sebastianópolis do Sul";97
"2019";"Serra Azul";630
"2019";"Serra Negra";75
"2019";"Serrana";720
"2019";"Sertãozinho";2160
"2019";"Sete Barras";83
"2019";"Severínia";825
"2019";"Silveiras";30
"2019";"Socorro";219
"2019";"Sorocaba";11736
"2019";"Sud Mennucci";844
"2019";"Sumaré";3319
"2019";"Suzanápolis";363
"2019";"Suzano";802
"2019";"Tabapuã";1105
"2019";"Tabatinga";412
"2019";"Taboão da Serra";223
"2019";"Taciba";86
"2019";"Taguaí";70
"2019";"Taiaçu";207
"2019";"Taiúva";226
"2019";"Tambaú";41
"2019";"Tanabi";2353
"2019";"Tapiratiba";20
"2019";"Taquaral";90
"2019";"Taquaritinga";4259
"2019";"Taquarituba";50
"2019";"Taquarivaí";3
"2019";"Tarabai";28
"2019";"Tarumã";241
"2019";"Tatuí";288
"2019";"Taubaté";2838
"2019";"Tejupá";1
"2019";"Teodoro Sampaio";337
"2019";"Terra Roxa";226
"2019";"Tietê";108
"2019";"Timburi";8
"2019";"Torre de Pedra";15
"2019";"Torrinha";31
"2019";"Trabiju";123
"2019";"Tremembé";84
"2019";"Três Fronteiras";184
"2019";"Tupã";8279
"2019";"Tupi Paulista";610
"2019";"Turiúba";61
"2019";"Turmalina";140
"2019";"Ubarana";505
"2019";"Ubatuba";3488
"2019";"Ubirajara";45
"2019";"Uchoa";640
"2019";"União Paulista";170
"2019";"Urânia";668
"2019";"Uru";20
"2019";"Urupês";192
"2019";"Valentim Gentil";360
"2019";"Valinhos";808
"2019";"Valparaíso";537
"2019";"Vargem Grande do Sul";530
"2019";"Vargem Grande Paulista";37
"2019";"Várzea Paulista";1453
"2019";"Vera Cruz";141
"2019";"Vinhedo";925
"2019";"Viradouro";390
"2019";"Vista Alegre do Alto";287
"2019";"Vitória Brasil";89
"2019";"Votorantim";881
"2019";"Votuporanga";10357
"2019";"Zacarias";146
"2015";"Estado São Paulo";1031310
"2016";"Estado São Paulo";464541
"2017";"Estado São Paulo";83726
"2018";"Estado São Paulo";76744
"2019";"Estado São Paulo";716119
